id,weight_ratio,OT_us_IPC,OT_us_Bullet,OT_IPC_Bullet
39085_sf_m2_p1,0.2225002019919006,0.026777636178821153,0.4671702464730461,0.48788090214245566
39085_sf_m2_p2,0.22202194138790948,0.02070383996694655,0.06637362092458984,0.07767925174605729
133077_sf_m0_p0,0.2600655432098807,0.11552674823224264,0.3607427550390449,0.2621731814038655
133077_sf_m2_p0,0.16982309892734507,0.07606406116257171,0.11537093783942728,0.06430701992172878
133077_sf_m2_p1,0.10740173447198828,0.12789663773601723,0.9457760796746275,0.9555852933722365
133077_sf_m2_p2,0.10852616414493252,0.10966937304494942,0.9288708226721824,0.8429362871250428
441708_sf_m0_p0,0.32206753439019037,0.16289547982061675,0.2401503981530373,0.17609979039214518
441708_sf_m2_p0,0.28219683382152416,0.13749954391951918,0.137729719722567,0.15603318740104086
441708_sf_m2_p1,0.3023848425780156,0.2664982100350547,0.5457556295302735,0.58233155339742
441708_sf_m2_p2,0.20938583468112842,0.18381784701352902,0.7387298465745701,0.8221528919390234
64444_sf_m2_p1,0.21817357486394742,0.07751715368724549,0.12381114562399964,0.04851169519935476
64444_sf_m2_p2,0.2873717567961571,0.06355614368915508,0.11498845687870238,0.05463156384520684
84997_sf_m0_p0,0.20552075688814175,0.09823759169480348,0.18734380486088448,0.11967080044116929
84997_sf_m2_p0,0.2545937962663813,0.10011050372327714,0.14344086639337816,0.10931907716338553
84997_sf_m2_p1,0.7541206837534657,0.7850783849349134,0.8721204853881794,1.4843111429141833
84997_sf_m2_p2,0.7847946159355668,0.8690152943197456,0.6935915589970053,1.1173676963334462
306466_sf_m0_p0,0.2569142753366611,0.07111635217866827,0.3555658002066081,0.425299368515245
306466_sf_m2_p0,0.2228893358277603,0.030214755653275922,0.2812513432039628,0.2603028503013136
306466_sf_m2_p1,0.26576408594728596,0.08667134612052244,0.6670696492246272,0.6665485357625935
306466_sf_m2_p2,0.33506492281778993,0.07083757219932196,0.32334202570606885,0.28249960782970635
1436273_sf_m0_p0,0.1522746749020327,0.024326301979869097,0.03253157511692212,0.030451804647766915
1436273_sf_m2_p0,0.2516223734788556,0.46842699847984676,0.35436928791207073,0.16581204823591186
1436273_sf_m2_p1,0.1894469034105758,0.2857955572121386,0.5971589333103486,0.31175421061659453
1436273_sf_m2_p2,0.19346874882250797,0.25643725373182097,0.4162888196604032,0.15985156592858224
75359_sf_m0_p0,0.2929206938870561,0.07006118826214533,0.19122751670272323,0.1467844782113346
75359_sf_m2_p0,0.2676309734297539,0.09075809223484495,0.1133071028758186,0.051699312543717076
75359_sf_m2_p1,0.27419691060701007,0.0852307648348547,0.11029257887579941,0.03299254447835187
75359_sf_m2_p2,0.2392544428511844,0.056889094659284545,0.09074835246617147,0.03423646770310413
84993_sf_m0_p0,0.4969756337493215,0.07820380930040403,0.1623258503926734,0.11088994142662824
84993_sf_m2_p0,0.25872227549018506,0.07073178432003276,0.4511451871929074,0.4506031789707596
84993_sf_m2_p1,0.34683761395829743,0.11403021429659588,0.1519560997379803,0.10671419241391299
84993_sf_m2_p2,0.27183186815266447,0.12979171209261164,0.5215504871815279,0.49169614058936695
1356107_sf_m0_p0,0.40385566809568446,0.20391108769564617,0.2625320974440577,0.05955413082644504
1356107_sf_m2_p0,0.28475365798229546,0.1459285574738778,0.2519719168348455,0.1260708711760653
1356107_sf_m2_p1,0.3223237738485683,0.12690105495043907,0.26404348878687967,0.20105356023816487
1356107_sf_m2_p2,0.3513966073031648,0.0883181883439225,0.1517770715908171,0.12297926729829368
252119_sf_m0_p0,0.37326688380813766,0.2411419739067583,0.4002862470320432,0.16213406652287177
252119_sf_m2_p0,0.4577582642220476,0.10120077966586924,0.20075966193629582,0.1386744462357854
252119_sf_m2_p1,0.18048409279035568,0.09375429980800898,0.783863001221244,0.722454136003535
252119_sf_m2_p2,0.28939302457342425,0.35389734244779025,0.5594426806337657,0.7112491601308787
46461_sf_m0_p0,0.2846581650164403,0.36823336007691543,0.7032181632720631,0.33498480319514773
46461_sf_m2_p0,0.22391349788655662,0.392251994807266,0.5347218449432294,0.1425717134842272
46461_sf_m2_p1,0.13317608173100526,0.07751812981768162,0.34919659582458495,0.31992313583782966
46461_sf_m2_p2,0.09213718388004459,0.04519697458049059,0.6313676660897528,0.6400431371602773
70558_sf_m0_p0,0.3093335473934078,0.19328660232203393,0.24397261021647237,0.3560751732015825
70558_sf_m2_p0,0.24714773225382697,0.297929954574868,0.4513873330191115,0.2161187222980116
70558_sf_m2_p1,0.27693357985347516,0.033411072540251954,0.6903450809782933,0.7156709033329477
70558_sf_m2_p2,0.27976574206579546,0.03398629698123985,0.09724242989229356,0.06325613994524303
46583_sf_m2_p0,0.33815173293905726,0.14160774866036144,0.22027553846865192,0.23985229306536326
46583_sf_m2_p2,0.32065025962195703,0.20271261869388957,0.254776992053204,0.17022538503296533
73453_sf_m0_p0,0.3540600652758077,0.09151864342003992,0.1049661795618982,0.05855495744574862
73453_sf_m2_p0,0.3580270022323732,0.30772175464540136,0.3629192754961895,0.05519753405166796
73453_sf_m2_p1,0.48777170339031717,0.32824482126397725,0.42164152891886547,0.09701605798544886
73453_sf_m2_p2,0.08503091567099147,0.030789437543882595,0.11662081020823806,0.13606663615881437
72948_sf_m0_p0,0.27744128412193836,0.1577609263683562,0.17579018028582874,0.042160473298478406
72948_sf_m2_p0,0.2721199385996608,0.1804888971210258,0.3953134195081299,0.28046370740378695
72948_sf_m2_p1,0.2590413811510843,0.13522985571894353,0.21894840642374735,0.08606248828676595
72948_sf_m2_p2,0.33787957798637014,0.1726372026373804,0.6273756938410208,0.5539412753296611
87355_sf_m2_p1,0.33592913415877895,0.3546373214792521,0.4133814384239986,0.4118449292637806
87355_sf_m2_p2,0.29305677136339964,0.09537842553089561,0.2610040503269965,0.19953707052795036
127249_sf_m0_p0,0.12644701073707992,0.10311707036463057,0.12417599176129807,0.02197132319244979
127249_sf_m2_p0,0.24495059826444335,0.10143624926483893,0.18539281942276453,0.21160369233486323
127249_sf_m2_p1,0.20613350341904554,0.13944113295978172,0.6608314408801399,0.6633161730285935
127249_sf_m2_p2,0.14160254019300567,0.13900108037845407,0.21935151130035516,0.08038039395351063
282141_sf_m2_p1,0.3047968357405733,0.22255774292792457,0.33409446834220474,0.27528064841935856
282141_sf_m2_p2,0.30293233558225174,0.17619588729637947,0.18944113173479107,0.25102650016007216
76948_sf_m0_p0,0.17044459898011893,0.03582333735029986,0.09047313951395328,0.09858966963458002
76948_sf_m2_p0,0.09657919834173938,0.04777102303032621,0.7109274988882148,0.7050037507825662
76948_sf_m2_p1,0.27957396035936977,0.08565271003090008,0.3062470501850113,0.2912179772367968
76948_sf_m2_p2,0.2897797710851375,0.1821935011543703,1.0054781379758189,0.9432252007477768
75651_sf_m0_p0,0.29835742674307525,0.15409119816230715,0.40462035195930207,0.3803283941823359
75651_sf_m2_p0,0.26573145918395213,0.17688317766782855,0.5700513813167148,0.4295961352222395
75651_sf_m2_p1,0.2953852081808341,0.1373152895081923,0.1702316797852654,0.15802432135938882
75651_sf_m2_p2,0.08130748577735658,0.08148645626636944,0.17688952590596793,0.23522637416415082
77513_sf_m2_p1,0.30164875096621563,0.16872016203790488,0.6727224884350429,0.7851360086750574
77513_sf_m2_p2,0.2630393533215527,0.14171970892748698,0.5869773909590172,0.5511416628931631
75665_sf_m0_p0,0.11221139685222535,0.08772143729792037,0.34613491274818237,0.35294904238189
75665_sf_m2_p0,0.17623704313394845,0.14140423942077052,0.24872966942019517,0.11128958004299108
75665_sf_m2_p1,0.24253223890416203,0.25537175114444954,0.42329888845575364,0.25494001995123877
75665_sf_m2_p2,0.2149753562825158,0.04215390886985082,0.39586507577858476,0.40033207511841956
69689_sf_m0_p0,0.15022714655915548,0.11941309233839151,0.2944393079077027,0.40298944944792126
69689_sf_m2_p0,0.28907630623667135,0.02334470759852753,1.1180823391349646,1.1080687688871236
69689_sf_m2_p1,0.2638924238165253,0.06947044649044024,0.5425421217669754,0.602187819349267
69689_sf_m2_p2,0.26785060725122073,0.11826553517189686,0.09727079123016145,0.19405192596824647
437347_sf_m0_p0,0.10446532577194281,0.055870258739450986,0.10933623122384907,0.05364013395610951
437347_sf_m2_p0,0.2512340354177114,0.19178701378891005,0.3336461858839841,0.39806501239144615
437347_sf_m2_p1,0.18962754427098508,0.10681159334476198,0.220371494918975,0.11860397943632309
437347_sf_m2_p2,0.1309646237967434,0.1637417694971872,0.2459599851579197,0.21491212331541865
70559_sf_m0_p0,0.3006707438409159,0.10800343510880014,0.20020915959246788,0.21815051643924382
70559_sf_m2_p0,0.1500990268299665,0.06403635936676261,0.8138047365405511,0.8778305839830309
