Outcome,Ours,IPC,Bullet,Experiment,exp_sample_count
0,0.06306306306306307,0.0320962888665998,0.028,0.009900990099009901,4
1,0.2502502502502503,0.26980942828485455,0.282,0.29455445544554454,119
2,0.3733733733733734,0.38014042126379133,0.381,0.41336633663366334,167
3,0.2502502502502503,0.27181544633901705,0.28,0.25742574257425743,104
4,0.06306306306306307,0.046138415245737203,0.027,0.024752475247524754,10
