Outcome,Ours,IPC,Bullet,Experiment,exp_sample_count
1,0.33879075542738124,0.3308609802545856,0.308,0.311178247734139,103
2,0.3235500280381319,0.35080685576826703,0.46388,0.3564954682779456,117
3,0.33765921653448694,0.3183321639771475,0.123,0.3323262839879154,110
